protein,present_n_lines,present_n_plex,plexes_present,plexes_absent,absent_from_any_plex,pct_lines_missing,pass_presence50
FGFR1OP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJC17,31,5,1;2;3;4;5,,FALSE,0,TRUE
INTS13,31,5,1;2;3;4;5,,FALSE,0,TRUE
RIC8B,11,2,3;4,1;2;5,TRUE,64.5,FALSE
GNL3L,31,5,1;2;3;4;5,,FALSE,0,TRUE
DDX18,31,5,1;2;3;4;5,,FALSE,0,TRUE
ASF1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAIM,31,5,1;2;3;4;5,,FALSE,0,TRUE
KLHL11,26,4,1;2;4;5,3,TRUE,16.1,TRUE
INTS10,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPS18A,31,5,1;2;3;4;5,,FALSE,0,TRUE
PNPO,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARMC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
POLR3E,31,5,1;2;3;4;5,,FALSE,0,TRUE
SDAD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM38B,13,2,1;2,3;4;5,TRUE,58.1,FALSE
MTPAP,31,5,1;2;3;4;5,,FALSE,0,TRUE
RLIM,31,5,1;2;3;4;5,,FALSE,0,TRUE
HAUS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NLE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NECAP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
POLR3B,31,5,1;2;3;4;5,,FALSE,0,TRUE
RBM28,31,5,1;2;3;4;5,,FALSE,0,TRUE
ANO10,31,5,1;2;3;4;5,,FALSE,0,TRUE
RBM22,31,5,1;2;3;4;5,,FALSE,0,TRUE
BSDC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DMAC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR70,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED9,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARGLU1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLTM,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNHIT6,31,5,1;2;3;4;5,,FALSE,0,TRUE
CUEDC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FKBP14,31,5,1;2;3;4;5,,FALSE,0,TRUE
PAG1,20,3,1;4;5,2;3,TRUE,35.5,TRUE
C14orf119,24,4,2;3;4;5,1,TRUE,22.6,TRUE
MCUB,31,5,1;2;3;4;5,,FALSE,0,TRUE
PIH1D1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RMND1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF446,26,4,1;2;4;5,3,TRUE,16.1,TRUE
PAK1IP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
HIF1AN,31,5,1;2;3;4;5,,FALSE,0,TRUE
AURKAIP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
OXSM,31,5,1;2;3;4;5,,FALSE,0,TRUE
GID8,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL22,31,5,1;2;3;4;5,,FALSE,0,TRUE
C1orf123,31,5,1;2;3;4;5,,FALSE,0,TRUE
BABAM1,31,5,1;2;3;4;5,,FALSE,0,TRUE
THG1L,31,5,1;2;3;4;5,,FALSE,0,TRUE
HPF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
IRAK4,31,5,1;2;3;4;5,,FALSE,0,TRUE
UCKL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GEMIN8,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM160,31,5,1;2;3;4;5,,FALSE,0,TRUE
TXNL4B,31,5,1;2;3;4;5,,FALSE,0,TRUE
NLRP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM120C,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRNAU1AP,31,5,1;2;3;4;5,,FALSE,0,TRUE
COMMD8,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFB11,31,5,1;2;3;4;5,,FALSE,0,TRUE
SDHAF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL16,31,5,1;2;3;4;5,,FALSE,0,TRUE
NHP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
OCIAD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ADPRHL2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MARCH5,31,5,1;2;3;4;5,,FALSE,0,TRUE
HYPK,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAB20,31,5,1;2;3;4;5,,FALSE,0,TRUE
LYAR,31,5,1;2;3;4;5,,FALSE,0,TRUE
IMPAD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CHCHD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED29,31,5,1;2;3;4;5,,FALSE,0,TRUE
DUS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CMTM6,31,5,1;2;3;4;5,,FALSE,0,TRUE
SYBU,24,4,1;2;3;4,5,TRUE,22.6,TRUE
SIRT5,31,5,1;2;3;4;5,,FALSE,0,TRUE
GFOD1,24,4,1;2;3;4,5,TRUE,22.6,TRUE
MIOS,31,5,1;2;3;4;5,,FALSE,0,TRUE
MTMR10,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMPD4,31,5,1;2;3;4;5,,FALSE,0,TRUE
CWC25,31,5,1;2;3;4;5,,FALSE,0,TRUE
TEX10,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZDHHC7,31,5,1;2;3;4;5,,FALSE,0,TRUE
THUMPD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
P4HTM,31,5,1;2;3;4;5,,FALSE,0,TRUE
TOR4A,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRMT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GDAP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
BABAM2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ING3,31,5,1;2;3;4;5,,FALSE,0,TRUE
QPCTL,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARL15,31,5,1;2;3;4;5,,FALSE,0,TRUE
KCTD5,26,4,1;2;4;5,3,TRUE,16.1,TRUE
CDKN2AIP,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJB12,31,5,1;2;3;4;5,,FALSE,0,TRUE
ALKBH4,25,4,1;2;3;5,4,TRUE,19.4,TRUE
NSMCE4A,31,5,1;2;3;4;5,,FALSE,0,TRUE
SAGE1,5,1,3,1;2;4;5,TRUE,83.9,FALSE
DDX43,5,1,3,1;2;4;5,TRUE,83.9,FALSE
GAR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP4R2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DPP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CLDND1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CACNA2D2,20,3,1;2;5,3;4,TRUE,35.5,TRUE
AATF,31,5,1;2;3;4;5,,FALSE,0,TRUE
TUBA8,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPANXC,0,0,,1;2;3;4;5,TRUE,100,FALSE
DDX56,31,5,1;2;3;4;5,,FALSE,0,TRUE
B3GNT2,13,2,2;5,1;3;4,TRUE,58.1,FALSE
TERF2IP,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABI2,31,5,1;2;3;4;5,,FALSE,0,TRUE
BCLAF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZDHHC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
UTP6,31,5,1;2;3;4;5,,FALSE,0,TRUE
COA4,31,5,1;2;3;4;5,,FALSE,0,TRUE
TAB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL39,31,5,1;2;3;4;5,,FALSE,0,TRUE
MAP3K20,31,5,1;2;3;4;5,,FALSE,0,TRUE
FKBP11,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMOD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
BET1L,31,5,1;2;3;4;5,,FALSE,0,TRUE
ELOVL5,18,3,1;2;3,4;5,TRUE,41.9,TRUE
MIS18A,31,5,1;2;3;4;5,,FALSE,0,TRUE
CELSR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAT2,5,1,3,1;2;4;5,TRUE,83.9,FALSE
NKIRAS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLEK2,13,2,1;2,3;4;5,TRUE,58.1,FALSE
UGGT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
UGGT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDK12,31,5,1;2;3;4;5,,FALSE,0,TRUE
RRN3,26,4,1;2;4;5,3,TRUE,16.1,TRUE
FASTKD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TVP23B,31,5,1;2;3;4;5,,FALSE,0,TRUE
GTSE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TECR,31,5,1;2;3;4;5,,FALSE,0,TRUE
ERAP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBAP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACTR10,31,5,1;2;3;4;5,,FALSE,0,TRUE
USE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CISD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GGA3,31,5,1;2;3;4;5,,FALSE,0,TRUE
C9orf78,31,5,1;2;3;4;5,,FALSE,0,TRUE
STMN3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CLIC5,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM120A,31,5,1;2;3;4;5,,FALSE,0,TRUE
MOCS1,26,4,1;2;4;5,3,TRUE,16.1,TRUE
GDE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
EHF,11,2,2;3,1;4;5,TRUE,64.5,FALSE
WWOX,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMARCAL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GLTP,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPG21,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL35,31,5,1;2;3;4;5,,FALSE,0,TRUE
GPRC5B,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
IGF2BP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DTL,18,3,2;3;5,1;4,TRUE,41.9,TRUE
SACS,18,3,1;3;4,2;5,TRUE,41.9,TRUE
EIF2AK3,31,5,1;2;3;4;5,,FALSE,0,TRUE
COQ3,31,5,1;2;3;4;5,,FALSE,0,TRUE
MTCH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NUDT4,31,5,1;2;3;4;5,,FALSE,0,TRUE
HSPBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MAT2B,31,5,1;2;3;4;5,,FALSE,0,TRUE
MYOF,31,5,1;2;3;4;5,,FALSE,0,TRUE
ITSN2,31,5,1;2;3;4;5,,FALSE,0,TRUE
BICRA,25,4,1;3;4;5,2,TRUE,19.4,TRUE
NOP53,31,5,1;2;3;4;5,,FALSE,0,TRUE
EHD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
EHD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARHGEF12,31,5,1;2;3;4;5,,FALSE,0,TRUE
CNOT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
C1RL,13,2,4;5,1;2;3,TRUE,58.1,FALSE
NCKIPSD,31,5,1;2;3;4;5,,FALSE,0,TRUE
CD274,19,3,1;3;5,2;4,TRUE,38.7,TRUE
TMOD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
OGFR,31,5,1;2;3;4;5,,FALSE,0,TRUE
FLRT3,31,5,1;2;3;4;5,,FALSE,0,TRUE
LMCD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CRIM1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SELENON,31,5,1;2;3;4;5,,FALSE,0,TRUE
MPP6,31,5,1;2;3;4;5,,FALSE,0,TRUE
CHMP5,31,5,1;2;3;4;5,,FALSE,0,TRUE
COMMD9,31,5,1;2;3;4;5,,FALSE,0,TRUE
CWC15,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL15,31,5,1;2;3;4;5,,FALSE,0,TRUE
THYN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CRIPT,31,5,1;2;3;4;5,,FALSE,0,TRUE
CCDC59,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFAF4,31,5,1;2;3;4;5,,FALSE,0,TRUE
HACD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED11,31,5,1;2;3;4;5,,FALSE,0,TRUE
CCDC167,31,5,1;2;3;4;5,,FALSE,0,TRUE
EMC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFA13,31,5,1;2;3;4;5,,FALSE,0,TRUE
PDP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KCMF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAI14,31,5,1;2;3;4;5,,FALSE,0,TRUE
FOXJ2,31,5,1;2;3;4;5,,FALSE,0,TRUE
VAPA,31,5,1;2;3;4;5,,FALSE,0,TRUE
AKAP7,26,4,1;2;4;5,3,TRUE,16.1,TRUE
H2AFY2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL27,31,5,1;2;3;4;5,,FALSE,0,TRUE
RNF181,31,5,1;2;3;4;5,,FALSE,0,TRUE
C6orf203,31,5,1;2;3;4;5,,FALSE,0,TRUE
GSKIP,31,5,1;2;3;4;5,,FALSE,0,TRUE
COX16,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF581,26,4,1;2;4;5,3,TRUE,16.1,TRUE
TMEM9,31,5,1;2;3;4;5,,FALSE,0,TRUE
TOMM7,31,5,1;2;3;4;5,,FALSE,0,TRUE
SENP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CXXC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SH3BP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEPT10,31,5,1;2;3;4;5,,FALSE,0,TRUE
HMG20B,31,5,1;2;3;4;5,,FALSE,0,TRUE
PIPOX,5,1,3,1;2;4;5,TRUE,83.9,FALSE
GMIP,31,5,1;2;3;4;5,,FALSE,0,TRUE
VPS54,25,4,1;3;4;5,2,TRUE,19.4,TRUE
ZNRD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACTR3B,6,1,2,1;3;4;5,TRUE,80.6,FALSE
CAMSAP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
PHRF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZBTB4,31,5,1;2;3;4;5,,FALSE,0,TRUE
CALCOCO1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIAA1522,31,5,1;2;3;4;5,,FALSE,0,TRUE
POGK,31,5,1;2;3;4;5,,FALSE,0,TRUE
CCDC88C,24,4,1;2;3;4,5,TRUE,22.6,TRUE
STIM2,31,5,1;2;3;4;5,,FALSE,0,TRUE
VPS18,31,5,1;2;3;4;5,,FALSE,0,TRUE
RCC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIAA1468,31,5,1;2;3;4;5,,FALSE,0,TRUE
DIP2B,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLAIN2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TENM3,18,3,1;3;4,2;5,TRUE,41.9,TRUE
USP36,31,5,1;2;3;4;5,,FALSE,0,TRUE
BCCIP,31,5,1;2;3;4;5,,FALSE,0,TRUE
STK26,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARMCX1,26,4,1;2;4;5,3,TRUE,16.1,TRUE
PTGFRN,31,5,1;2;3;4;5,,FALSE,0,TRUE
CTTNBP2NL,31,5,1;2;3;4;5,,FALSE,0,TRUE
CFAP97,24,4,1;2;3;4,5,TRUE,22.6,TRUE
TMEM181,31,5,1;2;3;4;5,,FALSE,0,TRUE
IBTK,25,4,1;2;3;5,4,TRUE,19.4,TRUE
CHD7,31,5,1;2;3;4;5,,FALSE,0,TRUE
HEATR5B,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIF17,7,1,5,1;2;3;4,TRUE,77.4,FALSE
ZNFX1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CHPF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RRBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SIPA1L2,18,3,1;2;3,4;5,TRUE,41.9,TRUE
ZNF319,6,1,2,1;3;4;5,TRUE,80.6,FALSE
ANKIB1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KLHL14,31,5,1;2;3;4;5,,FALSE,0,TRUE
CPSF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
KLHL9,6,1,2,1;3;4;5,TRUE,80.6,FALSE
LARS,31,5,1;2;3;4;5,,FALSE,0,TRUE
RCOR3,31,5,1;2;3;4;5,,FALSE,0,TRUE
MYEF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF2AK4,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR35,24,4,1;2;3;4,5,TRUE,22.6,TRUE
CGN,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARHGAP28,13,2,4;5,1;2;3,TRUE,58.1,FALSE
ADAMTS9,13,2,1;2,3;4;5,TRUE,58.1,FALSE
RBM27,31,5,1;2;3;4;5,,FALSE,0,TRUE
KANSL3,31,5,1;2;3;4;5,,FALSE,0,TRUE
KLHL13,6,1,2,1;3;4;5,TRUE,80.6,FALSE
STARD9,14,2,1;5,2;3;4,TRUE,54.8,FALSE
FRMD4A,14,2,1;5,2;3;4,TRUE,54.8,FALSE
ANKFY1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RERE,31,5,1;2;3;4;5,,FALSE,0,TRUE
SUCLA2,31,5,1;2;3;4;5,,FALSE,0,TRUE
GMPR2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PSMC3IP,31,5,1;2;3;4;5,,FALSE,0,TRUE
STX18,31,5,1;2;3;4;5,,FALSE,0,TRUE
DPM3,31,5,1;2;3;4;5,,FALSE,0,TRUE
IMPACT,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF219,24,4,2;3;4;5,1,TRUE,22.6,TRUE
UVRAG,31,5,1;2;3;4;5,,FALSE,0,TRUE
HLA-C|Q9TNN7,14,2,1;5,2;3;4,TRUE,54.8,FALSE
ATXN10,31,5,1;2;3;4;5,,FALSE,0,TRUE
MBD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NCDN,31,5,1;2;3;4;5,,FALSE,0,TRUE
TFIP11,31,5,1;2;3;4;5,,FALSE,0,TRUE
NFKBIL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
EPS15L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNMT3B,31,5,1;2;3;4;5,,FALSE,0,TRUE
MYO1A,7,1,5,1;2;3;4,TRUE,77.4,FALSE
ORC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SAE1,31,5,1;2;3;4;5,,FALSE,0,TRUE
COPG2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RNF7,31,5,1;2;3;4;5,,FALSE,0,TRUE
PI4KB,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
XPR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
COMMD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
GNG12,31,5,1;2;3;4;5,,FALSE,0,TRUE
MTRR,26,4,1;2;4;5,3,TRUE,16.1,TRUE
UXT,26,4,1;2;4;5,3,TRUE,16.1,TRUE
ASH2L,31,5,1;2;3;4;5,,FALSE,0,TRUE
CPNE7,7,1,5,1;2;3;4,TRUE,77.4,FALSE
DHCR7,31,5,1;2;3;4;5,,FALSE,0,TRUE
TNFRSF10D,19,3,1;2;4,3;5,TRUE,38.7,TRUE
HDAC6,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPAST,31,5,1;2;3;4;5,,FALSE,0,TRUE
DKK3,20,3,1;4;5,2;3,TRUE,35.5,TRUE
METTL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GULP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
VPS29,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF3K,31,5,1;2;3;4;5,,FALSE,0,TRUE
GRHPR,31,5,1;2;3;4;5,,FALSE,0,TRUE
CTSZ,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPS6KB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJB9,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJB11,31,5,1;2;3;4;5,,FALSE,0,TRUE
RNF14,31,5,1;2;3;4;5,,FALSE,0,TRUE
SUCO,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBA2,31,5,1;2;3;4;5,,FALSE,0,TRUE
POLK,31,5,1;2;3;4;5,,FALSE,0,TRUE
CTNNAL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM8A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MORF4L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NXF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEL1L,31,5,1;2;3;4;5,,FALSE,0,TRUE
B4GALT7,31,5,1;2;3;4;5,,FALSE,0,TRUE
PEF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZMYM2,31,5,1;2;3;4;5,,FALSE,0,TRUE
COPS7A,31,5,1;2;3;4;5,,FALSE,0,TRUE
CTSF,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC25A10,31,5,1;2;3;4;5,,FALSE,0,TRUE
AASS,31,5,1;2;3;4;5,,FALSE,0,TRUE
CLIP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZMAT5,25,4,1;3;4;5,2,TRUE,19.4,TRUE
SEC14L3,19,3,1;2;4,3;5,TRUE,38.7,TRUE
MTFP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TJP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJB4,31,5,1;2;3;4;5,,FALSE,0,TRUE
MALT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CFDP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF629,31,5,1;2;3;4;5,,FALSE,0,TRUE
DAXX,31,5,1;2;3;4;5,,FALSE,0,TRUE
FTSJ1,31,5,1;2;3;4;5,,FALSE,0,TRUE
VTI1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
STK39,31,5,1;2;3;4;5,,FALSE,0,TRUE
ADD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
LRWD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CNOT8,18,3,1;2;3,4;5,TRUE,41.9,TRUE
C19orf25,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAH17,6,1,2,1;3;4;5,TRUE,80.6,FALSE
NIPSNAP3A,31,5,1;2;3;4;5,,FALSE,0,TRUE
CGGBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
IFT172,31,5,1;2;3;4;5,,FALSE,0,TRUE
PISD,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABCF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RGS17,7,1,1,2;3;4;5,TRUE,77.4,FALSE
MTRF1L,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC23A2,13,2,1;4,2;3;5,TRUE,58.1,FALSE
TES,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRKAG2,5,1,3,1;2;4;5,TRUE,83.9,FALSE
TUBGCP4,25,4,1;2;3;5,4,TRUE,19.4,TRUE
STAP2,25,4,1;3;4;5,2,TRUE,19.4,TRUE
KDM5B,31,5,1;2;3;4;5,,FALSE,0,TRUE
DMBT1,25,4,1;3;4;5,2,TRUE,19.4,TRUE
WARS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PARP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
LIMD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEC63,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZC3H7B,31,5,1;2;3;4;5,,FALSE,0,TRUE
SUSD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TCF20,31,5,1;2;3;4;5,,FALSE,0,TRUE
HMGXB4,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDRG3,31,5,1;2;3;4;5,,FALSE,0,TRUE
NOL12,31,5,1;2;3;4;5,,FALSE,0,TRUE
APOBEC3B,26,4,1;2;4;5,3,TRUE,16.1,TRUE
ARMCX3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SWAP70,31,5,1;2;3;4;5,,FALSE,0,TRUE
SUN2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RSL24D1,31,5,1;2;3;4;5,,FALSE,0,TRUE
LAMTOR3,31,5,1;2;3;4;5,,FALSE,0,TRUE
LIMA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
AFF4,31,5,1;2;3;4;5,,FALSE,0,TRUE
SRP68,31,5,1;2;3;4;5,,FALSE,0,TRUE
MKRN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CHORDC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TBK1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEPT9,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBQLN2,31,5,1;2;3;4;5,,FALSE,0,TRUE
EGFL7,24,4,1;2;3;4,5,TRUE,22.6,TRUE
TRPS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DCDC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
PCYOX1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DDX20,31,5,1;2;3;4;5,,FALSE,0,TRUE
ADAMTS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SFMBT1,12,2,2;4,1;3;5,TRUE,61.3,FALSE
SHPK,31,5,1;2;3;4;5,,FALSE,0,TRUE
NUFIP1,13,2,1;2,3;4;5,TRUE,58.1,FALSE
AMACR,31,5,1;2;3;4;5,,FALSE,0,TRUE
DPP7,31,5,1;2;3;4;5,,FALSE,0,TRUE
GTF2IRD1,19,3,1;2;4,3;5,TRUE,38.7,TRUE
POLG2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM2,31,5,1;2;3;4;5,,FALSE,0,TRUE
USP25,31,5,1;2;3;4;5,,FALSE,0,TRUE
NARF,26,4,1;2;4;5,3,TRUE,16.1,TRUE
BCAP29,31,5,1;2;3;4;5,,FALSE,0,TRUE
CYB5R1,31,5,1;2;3;4;5,,FALSE,0,TRUE
BAIAP2L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SAP30BP,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNHIT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED13,31,5,1;2;3;4;5,,FALSE,0,TRUE
PFDN2,31,5,1;2;3;4;5,,FALSE,0,TRUE
GPN3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC12A6,24,4,2;3;4;5,1,TRUE,22.6,TRUE
PUF60,31,5,1;2;3;4;5,,FALSE,0,TRUE
ADGRE2,7,1,5,1;2;3;4,TRUE,77.4,FALSE
NRBP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ENOPH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FEZ2,19,3,1;3;5,2;4,TRUE,38.7,TRUE
EVL,18,3,1;3;4,2;5,TRUE,41.9,TRUE
NDUFA12,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF2B4,31,5,1;2;3;4;5,,FALSE,0,TRUE
